# path|token|owner|date|reason
# Exact historical exceptions only. Wildcard paths and wildcard token entries are rejected by migration_guard.py.
apps/python-kit-sales-web/.agent/skills/scrum-master/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.agent/skills/team/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.agent/skills/test-hub/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.agent/skills/testing-patterns/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.agent/skills/workflow-router/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.ai-kit/contracts/PRD.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.ai-kit/contracts/architecture.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.ai-kit/contracts/epics.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.ai-kit/contracts/investigation-notes.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.ai-kit/contracts/product-brief.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.ai-kit/contracts/project-context.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.ai-kit/contracts/qa-report.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.ai-kit/contracts/stories/story-001.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.ai-kit/contracts/tech-spec.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.ai-kit/docs/folder-structure.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.ai-kit/docs/folder-structure.md|python_kit.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.ai-kit/docs/folder-structure.md|python_kit_legacy.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.ai-kit/docs/native-support-skills.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.ai-kit/docs/parallelism-rules.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.ai-kit/docs/round2-changelog.md|python_kit.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.ai-kit/docs/round2-changelog.md|python_kit_legacy.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.ai-kit/references/api-integration.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.ai-kit/references/data-persistence.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.ai-kit/references/dependency-management.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.ai-kit/references/project-architecture.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.ai-kit/references/testing-patterns.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.ai-kit/state/handoff-log.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.ai-kit/state/lane-registry.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.ai-kit/state/team-board.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.ai-kit/state/workflow-state.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.claude/skills/analyst/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.claude/skills/api-integration/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.claude/skills/architect/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.claude/skills/bootstrap/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.claude/skills/brainstorm-hub/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.claude/skills/cook/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.claude/skills/data-persistence/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.claude/skills/debug-hub/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.claude/skills/dependency-management/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.claude/skills/developer/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.claude/skills/plan-hub/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.claude/skills/pm/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.claude/skills/project-architecture/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.claude/skills/qa-governor/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.claude/skills/review-hub/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.claude/skills/scout-hub/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.claude/skills/scrum-master/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.claude/skills/team/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.claude/skills/test-hub/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.claude/skills/testing-patterns/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.claude/skills/workflow-router/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.codex/skills/analyst/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.codex/skills/api-integration/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.codex/skills/architect/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.codex/skills/bootstrap/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.codex/skills/brainstorm-hub/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.codex/skills/cook/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.codex/skills/data-persistence/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.codex/skills/debug-hub/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.codex/skills/dependency-management/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.codex/skills/developer/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.codex/skills/plan-hub/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.codex/skills/pm/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.codex/skills/project-architecture/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.codex/skills/qa-governor/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.codex/skills/review-hub/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.codex/skills/scout-hub/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.codex/skills/scrum-master/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.codex/skills/team/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.codex/skills/test-hub/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.codex/skills/testing-patterns/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/.codex/skills/workflow-router/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
apps/python-kit-sales-web/README.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/codex-merge-prompt.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/codex-merge-prompt.md|ai_kit_v3|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/codex-merge-prompt.md|python_kit.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/codex-merge-prompt.md|python_kit_legacy.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/codex-round3-merge-prompt.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/codex-round3-merge-prompt.md|ai_kit_v3|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/codex-round3-merge-prompt.md|python_kit.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/codex-round3-merge-prompt.md|python_kit_legacy.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/codex-round4-merge-prompt.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/codex-round4-merge-prompt.md|ai_kit_v3|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/codex-round4-merge-prompt.md|python_kit.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/codex-round4-merge-prompt.md|python_kit_legacy.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/discipline-utilities-baseline-proposal.md|ai_kit_v3|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gap-matrix.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/calibration.md|python_kit.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/index.md|python_kit.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round2/.ai-kit/contracts/PRD.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round2/.ai-kit/contracts/architecture.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round2/.ai-kit/contracts/epics.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round2/.ai-kit/contracts/product-brief.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round2/.ai-kit/contracts/project-context.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round2/.ai-kit/contracts/qa-report.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round2/.ai-kit/contracts/stories/story-001.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round2/.ai-kit/contracts/tech-spec.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round2/.ai-kit/docs/folder-structure.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round2/.ai-kit/docs/folder-structure.md|python_kit.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round2/.ai-kit/docs/folder-structure.md|python_kit_legacy.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round2/.ai-kit/docs/native-support-skills.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round2/.ai-kit/docs/round2-changelog.md|python_kit.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round2/.ai-kit/docs/round2-changelog.md|python_kit_legacy.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round2/.ai-kit/references/api-integration.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round2/.ai-kit/references/data-persistence.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round2/.ai-kit/references/dependency-management.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round2/.ai-kit/references/project-architecture.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round2/.ai-kit/references/testing-patterns.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round2/.codex/skills/analyst/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round2/.codex/skills/api-integration/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round2/.codex/skills/architect/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round2/.codex/skills/data-persistence/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round2/.codex/skills/dependency-management/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round2/.codex/skills/pm/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round2/.codex/skills/project-architecture/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round2/.codex/skills/qa-governor/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round2/.codex/skills/scrum-master/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round2/.codex/skills/testing-patterns/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round2/.codex/skills/workflow-router/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.ai-kit/contracts/PRD.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.ai-kit/contracts/architecture.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.ai-kit/contracts/epics.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.ai-kit/contracts/investigation-notes.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.ai-kit/contracts/product-brief.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.ai-kit/contracts/project-context.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.ai-kit/contracts/qa-report.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.ai-kit/contracts/stories/story-001.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.ai-kit/contracts/tech-spec.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.ai-kit/docs/folder-structure.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.ai-kit/docs/folder-structure.md|python_kit.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.ai-kit/docs/folder-structure.md|python_kit_legacy.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.ai-kit/docs/native-support-skills.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.ai-kit/docs/round2-changelog.md|python_kit.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.ai-kit/docs/round2-changelog.md|python_kit_legacy.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.ai-kit/references/api-integration.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.ai-kit/references/data-persistence.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.ai-kit/references/dependency-management.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.ai-kit/references/project-architecture.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.ai-kit/references/testing-patterns.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.ai-kit/state/team-board.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.codex/skills/analyst/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.codex/skills/api-integration/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.codex/skills/architect/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.codex/skills/bootstrap/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.codex/skills/brainstorm-hub/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.codex/skills/cook/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.codex/skills/data-persistence/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.codex/skills/debug-hub/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.codex/skills/dependency-management/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.codex/skills/developer/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.codex/skills/plan-hub/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.codex/skills/pm/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.codex/skills/project-architecture/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.codex/skills/qa-governor/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.codex/skills/review-hub/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.codex/skills/scout-hub/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
